1,2
18,2
50,2
1,3
42,3
2,5
21,5
49,7
78,7
2,8
31,8
1,9
12,11
37,11
16,12
2,13
10,14
50,14
89,17
38,19
5,20
19,21
35,21
6,22
53,22
70,22
21,27
69,28
43,29
57,30
61,31
40,32
93,33
100,34
50,34
42,35
46,36
58,39
57,40
74,40
44,43
66,43
84,43
25,45
100,48
39,50
83,50
76,51
63,52
78,52
1,53
93,53
2,54
22,54
88,54
4,55
1,56
26,56
69,56
2,58
1,60
13,60
34,60
87,60
2,61
66,61
63,62
99,62
19,63
1,64
41,65
1,67
32,67
2,68
6,68
34,68
65,70
88,70
1,71
24,72
90,72
99,72
36,74
2,76
3,76
2,77
43,77
54,77
64,78
4,79
60,79
4,80
2,81
5,81
50,81
82,82
3,83
5,84
34,84
13,85
35,85
88,88
78,89
25,93
55,93
52,94
12,96
59,97
79,98
88,102
93,102
6,105
33,106
99,108
12,111
95,111
42,112
88,112
75,116
3,118
3,119
10,121
4,122
97,122
25,123
33,124
59,124
63,125
18,126
25,126
44,126
68,126
6,127
4,128
38,128
44,128
55,129
79,129
3,130
20,130
44,130
57,130
5,131
5,133
67,133
1,134
56,134
1,135
7,136
2,138
61,138
2,139
80,141
1,142
2,143
80,144
99,144
34,146
49,146
11,147
63,147
91,147
25,148
29,150
30,154
77,154
38,155
9,156
38,156
39,156
40,156
99,156
17,158
48,158
56,158
55,159
40,160
66,160
76,162
50,166
38,167
90,167
71,170
50,171
59,171
40,172
85,173
66,174
13,175
99,175
94,176
16,178
42,184
94,184
62,188
37,189
71,189
78,189
66,191
42,193
75,193
57,194
61,194
65,194
69,194
83,194
8,196
12,197
44,197
3,198
68,199
26,201
28,201
55,201
9,202
49,202
38,204
95,204
43,205
20,206
50,207
24,208
68,208
13,209
22,209
71,209
23,212
59,213
18,215
80,217
49,219
81,220
3,224
4,227
87,227
5,228
23,228
4,229
30,229
3,230
1,231
5,232
68,232
12,233
62,233
2,235
16,235
1,236
3,236
4,237
9,237
48,237
1,239
4,239
71,239
88,239
75,240
2,241
3,241
2,242
5,242
82,242
5,243
57,243
66,243
82,243
73,244
71,245
13,247
12,248
46,248
17,252
58,252
22,253
55,254
88,254
80,256
68,257
22,258
82,258
95,258
25,259
97,259
75,260
1,261
1,262
2,263
1,264
34,264
56,264
2,265
15,265
90,265
62,267
18,268
45,268
2,269
81,271
82,271
50,273
84,273
76,275
15,277
13,278
49,278
85,278
94,278
14,279
15,280
46,281
31,282
78,284
85,290
45,291
46,292
64,292
29,293
68,294
87,294
44,295
72,295
8,297
16,297
10,298
65,298
9,299
44,299
47,299
86,302
90,302
50,303
82,303
35,307
21,308
28,308
80,308
81,308
8,309
100,311
21,312
52,312
55,312
58,315
1,316
1,317
31,317
2,318
2,320
89,322
1,323
2,324
21,326
86,326
61,327
34,328
1,330
37,330
1,331
7,332
2,333
1,334
84,334
95,334
2,335
7,335
33,335
44,335
8,338
37,340
41,340
6,344
17,344
74,344
2,345
60,345
61,347
97,347
58,350
75,350
17,353
81,355
41,356
34,359
15,361
63,361
59,362
69,362
8,364
19,365
56,366
10,367
27,368
39,368
45,368
47,368
11,369
28,370
89,370
71,373
97,374
84,377
3,382
16,382
20,382
5,383
48,384
54,384
15,385
23,385
49,385
77,385
85,385
4,386
3,388
55,388
5,389
4,390
88,390
48,391
55,391
11,393
41,393
56,393
26,394
32,394
83,394
97,394
11,395
45,395
3,396
89,396
29,397
1,398
43,398
47,398
5,401
40,401
83,401
1,402
4,402
2,403
3,403
4,404
92,404
23,405
73,405
1,406
5,406
2,407
35,407
39,407
58,407
2,409
17,409
27,409
78,410
61,411
97,412
2,414
3,414
84,414
65,415
85,415
89,417
5,418
4,419
43,419
60,419
5,420
41,420
4,421
76,421
3,422
80,422
48,423
32,425
44,425
51,425
99,428
59,431
81,432
62,436
72,436
73,436
77,436
79,437
11,439
1,440
97,440
2,441
1,442
14,442
51,442
70,443
73,443
35,445
69,445
74,446
1,447
2,448
38,448
2,449
27,451
25,454
77,454
6,455
14,455
41,455
59,458
52,459
58,459
77,460
21,463
68,464
19,466
70,467
39,468
63,468
94,468
100,469
64,469
62,470
3,471
47,472
83,472
5,473
17,473
74,474
100,475
63,475
4,476
85,477
3,478
83,478
90,478
5,479
33,479
65,479
75,480
76,481
4,482
66,482
69,482
64,483
37,484
87,484
59,486
37,487
55,487
3,491
41,491
61,491
100,492
1,492
29,492
4,493
1,494
61,494
5,495
4,496
59,496
82,496
95,496
5,497
67,497
100,498
1,498
3,499
48,499
72,499
76,499
2,500
63,501
2,503
59,504
86,504
1,505
47,505
2,506
19,506
21,506
47,506
97,506
46,507
59,507
70,507
84,507
69,508
81,508
3,510
62,510
4,511
75,511
92,512
3,513
84,514
4,515
84,515
100,516
5,516
5,517
21,517
31,519
46,519
33,521
64,521
20,522
72,522
78,523
35,524
70,525
37,526
99,527
68,528
20,529
77,529
12,530
88,530
58,531
10,532
71,532
16,533
69,533
94,535
99,535
99,536
8,537
21,538
46,538
86,538
95,538
82,540
65,542
1,544
83,544
1,545
85,545
17,546
59,547
91,547
2,548
1,550
2,551
22,551
2,553
12,553
22,554
31,554
90,554
87,555
22,556
23,557
33,557
69,559
69,562
80,562
21,563
1,564
23,564
24,564
2,565
86,566
43,567
60,567
1,569
50,569
58,569
9,570
82,570
91,570
29,571
2,572
6,573
74,573
1,574
2,575
6,576
59,576
70,576
20,577
100,578
15,578
47,578
77,578
34,579
91,579
73,580
82,580
12,581
82,582
45,583
21,584
52,585
24,587
67,587
43,589
16,591
40,592
62,592
63,592
34,597
38,599
3,601
80,601
93,601
1,603
79,603
1,604
10,604
4,605
93,605
5,606
5,607
2,609
27,609
73,609
1,610
3,611
25,611
37,611
67,612
2,613
4,613
8,613
74,615
81,616
2,617
53,618
13,622
22,622
69,622
50,623
65,623
89,626
65,627
79,627
30,628
97,628
23,629
92,629
28,630
13,633
90,633
4,634
35,634
18,639
37,639
74,639
100,641
53,641
14,642
58,643
74,643
8,644
26,644
65,644
9,645
12,645
87,645
89,645
26,646
24,649
62,649
35,650
1,651
2,652
1,653
2,654
22,654
44,654
55,655
8,656
1,657
14,657
20,657
2,659
91,659
51,663
43,664
53,664
8,665
42,665
95,665
39,666
88,666
79,669
36,670
34,672
77,672
27,673
36,673
40,673
26,674
59,675
44,677
62,677
45,678
1,679
57,682
16,683
88,683
2,684
40,684
86,684
1,685
11,685
2,686
1,687
99,688
2,690
20,690
58,691
43,692
29,694
72,695
18,696
75,696
84,697
10,699
33,701
49,701
41,702
73,702
81,702
67,703
87,704
41,705
61,706
31,707
23,708
12,710
60,711
90,711
15,712
28,712
12,714
32,714
12,715
68,716
48,717
61,717
14,718
57,718
72,718
90,719
46,720
90,721
