54,2
9,3
49,3
35,7
37,7
48,8
57,10
41,13
34,15
51,17
17,18
59,19
6,21
34,22
46,23
16,24
44,24
34,25
53,28
59,29
22,35
7,36
32,36
55,36
7,39
30,39
56,43
43,44
34,46
15,47
21,48
32,53
57,55
8,57
44,57
55,57
57,59
8,60
51,61
55,63
17,64
36,64
37,64
45,67
41,72
52,78
15,81
22,83
12,85
52,85
60,88
21,88
15,89
59,89
22,92
58,92
12,93
13,95
1,96
33,96
48,96
33,97
2,99
51,99
58,101
42,102
54,102
1,105
59,105
52,106
2,107
1,109
59,110
2,111
18,111
24,113
50,118
35,123
4,124
49,126
24,130
36,134
39,135
54,135
22,137
22,140
47,140
3,143
46,144
4,145
4,147
10,147
3,148
18,150
57,150
16,151
25,151
5,152
51,153
5,154
60,157
55,158
16,165
51,166
53,171
9,172
3,173
33,173
4,174
21,174
59,174
5,177
19,177
45,177
14,179
5,180
52,180
3,181
55,181
4,185
20,187
25,187
32,187
34,188
56,188
3,189
4,190
30,192
53,193
3,195
33,195
13,196
19,196
38,196
4,197
5,203
35,204
5,205
59,205
40,208
26,209
35,209
3,210
35,211
8,214
5,215
38,215
4,217
31,217
3,218
18,218
26,219
52,219
40,220
4,221
20,221
9,222
45,222
53,222
13,223
21,223
18,224
22,224
42,227
5,228
27,228
20,230
21,230
26,230
11,233
32,233
15,235
60,238
30,238
28,239
18,240
7,242
37,242
50,244
50,245
21,246
7,247
40,247
56,247
27,248
48,252
46,255
21,256
1,257
19,257
25,257
8,258
1,259
44,259
29,260
60,261
18,261
59,261
2,262
1,263
35,263
18,264
2,265
26,265
2,266
35,266
14,267
22,267
57,267
3,270
5,272
20,272
55,272
58,273
9,275
4,276
1,278
1,279
58,279
2,280
6,280
37,281
15,282
2,283
1,286
2,287
12,287
33,288
4,289
5,291
12,291
3,292
45,292
12,293
40,294
4,298
43,298
55,300
39,301
1,303
2,304
59,304
18,305
54,305
1,306
11,308
49,308
1,309
27,309
49,309
2,310
18,310
25,312
33,312
2,313
37,313
12,318
26,318
31,318
42,319
7,322
6,326
26,327
51,328
30,329
29,330
60,331
60,332
17,332
10,334
6,335
60,336
30,342
47,342
1,344
59,345
59,346
17,347
32,355
26,357
15,358
1,360
1,362
2,363
1,364
30,364
22,365
36,365
2,368
32,368
2,369
55,370
11,372
23,374
24,374
52,374
57,375
3,378
17,378
47,379
57,379
11,380
39,381
55,387
49,389
44,391
48,391
44,392
38,395
36,397
13,398
23,398
20,399
16,402
29,403
6,405
10,405
50,406
58,412
50,413
19,414
55,414
23,418
40,421
30,423
29,424
58,424
1,425
29,425
35,425
1,426
45,428
29,429
2,432
9,432
56,432
2,433
29,433
1,434
43,434
2,435
39,435
37,436
47,438
37,440
49,442
50,443
52,444
26,446
46,447
60,448
1,448
34,449
41,450
11,451
25,454
16,461
49,464
47,467
29,468
39,469
57,469
31,471
30,472
39,475
21,478
51,479
1,480
1,481
2,482
27,483
1,485
2,486
2,487
54,489
19,498
25,499
6,501
58,503
3,506
51,506
9,516
36,517
53,518
41,519
7,520
13,524
13,527
58,527
11,529
35,534
20,535
58,535
51,539
7,545
39,545
16,550
44,553
13,555
14,555
53,556
24,557
36,557
59,558
17,559
43,559
1,560
2,561
25,561
35,561
1,562
11,563
26,564
51,564
24,567
2,568
53,569
29,571
1,572
51,572
2,574
49,575
24,576
10,577
1,579
13,579
44,579
49,579
6,580
38,583
49,583
1,585
2,590
36,590
46,591
1,592
52,592
2,593
10,594
42,594
2,595
7,595
52,595
37,597
25,598
39,599
23,600
3,602
5,603
53,603
4,605
33,605
15,606
31,607
5,609
30,610
4,611
51,611
3,613
47,613
1,618
1,622
2,623
54,624
55,625
2,626
1,628
9,628
23,628
55,629
2,630
39,630
39,633
47,638
44,639
14,641
60,644
58,648
1,649
2,650
12,650
1,652
1,655
2,656
56,658
2,659
53,665
3,667
28,668
25,669
27,669
4,673
23,673
5,674
16,675
42,676
1,678
3,678
48,678
21,680
1,681
5,681
18,682
2,683
4,683
41,683
1,684
2,686
26,687
2,688
43,688
48,689
16,690
37,694
21,695
52,695
13,696
45,698
15,703
35,703
29,705
42,705
37,707
49,708
37,709
16,711
8,718
35,718
51,718
